Word,Frequency
pray,61
statutory,61
aetna,61
evil,61
mobilisation,61
commentator,61
gut,61
persuaded,61
shareholders,61
ninth,61
generating,61
categories,61
rolls,61
stimulus,61
vienna,60
surface,60
fueling,60
engulfed,60
undergo,60
sydney,60
weinstein,60
imam,60
jobbik,60
merits,60
buses,60
brigade,60
kamal,60
stealth,60
inability,60
integrated,60
shell,60
winston,60
prominence,60
revoked,60
ouster,60
winners,60
sechin,60
rohingyas,60
advisors,60
components,60
cke,60
monitored,60
resumption,60
encrypted,60
mursi,60
teargas,60
boasted,60
merger,60
warmer,60
bold,60
submarines,60
holocaust,60
steal,60
equipped,60
defect,60
railed,60
frontrunner,60
cohen,60
watson,60
assertions,60
camera,60
insiders,60
proliferation,60
wooden,60
rouge,60
yong,60
privilege,60
stealing,60
guess,60
environmentalist,60
strategies,60
abducted,60
sicily,60
heed,60
dismay,60
documented,60
arakan,60
announcements,60
hawkish,60
wild,60
succession,59
undertaken,59
patty,59
investigator,59
heir,59
furious,59
oxford,59
albeit,59
mossos,59
daughters,59
runoff,59
reed,59
riding,59
presses,59
belonged,59
sympathetic,59
hometown,59
fundamentally,59
congratulate,59
walter,59
rogue,59
hardly,59
ralph,59
bordering,59
retiring,59
safeguards,59
grateful,59
reception,59
blankfein,59
unseat,59
sells,59
wonder,59
resettle,59
firebrand,59
regretted,59
underscore,59
defer,59
basketball,59
rollback,59
kenneth,59
corey,59
morawiecki,59
sabotage,59
lane,59
inadequate,59
farmer,59
robart,59
szydlo,59
temple,59
hugo,59
element,59
charlie,59
commissioned,59
fraught,59
pride,59
refers,59
frankly,59
photographer,59
misdemeanor,59
marshall,59
fun,59
defected,59
comfort,59
tipped,59
horrible,59
strongholds,59
pitch,59
warships,59
aiding,59
infection,59
ward,59
discovery,59
barbara,58
sirleaf,58
executions,58
compromised,58
raucous,58
limbo,58
taught,58
flurry,58
declares,58
yangon,58
brushed,58
compel,58
crafting,58
blasphemy,58
ramp,58
toner,58
staging,58
zimbabweans,58
salvation,58
ratified,58
defender,58
pragmatic,58
collision,58
distraction,58
resettled,58
purchasing,58
fidesz,58
pause,58
boom,58
prospective,58
maneuver,58
mountains,58
comparing,58
klan,58
backlog,58
useful,58
owe,58
hole,58
joked,58
zaw,58
narrative,58
chelsea,58
dirty,58
rebuked,58
prohibiting,58
heroin,58
virtual,58
portman,58
volcano,58
brash,58
gentiloni,58
baseless,58
timely,58
shaping,58
coffee,58
setbacks,58
commanding,58
endorsements,58
professionals,58
cyril,58
nerve,58
freeport,58
astana,58
introduction,58
smiling,58
popularly,58
waive,58
concession,58
wherever,58
solved,57
disappointing,57
meddle,57
travels,57
consulted,57
fraudulent,57
chrysler,57
derided,57
talent,57
revisit,57
diminish,57
lauded,57
atlanta,57
unchanged,57
belongs,57
master,57
assessments,57
certified,57
nguyen,57
shaking,57
coincided,57
tore,57
manchin,57
titled,57
unesco,57
accidents,57
leases,57
bhumibol,57
keith,57
disclosing,57
hampered,57
trademark,57
arsa,57
riots,57
consolidated,57
color,57
backdrop,57
burst,57
inherited,57
updates,57
conventions,57
ministries,57
accurate,57
pro,57
wording,57
significance,57
rhodes,57
barry,57
examined,57
description,57
shouting,57
offences,57
bitterly,57
removes,57
irresponsible,57
generations,57
muscat,57
ambush,57
proving,57
cool,57
afghans,57
forged,57
scattered,57
reproductive,57
reunification,57
protocol,57
anglophone,57
veselnitskaya,57
levy,57
dangers,57
brooks,57
benefiting,57
dry,57
normalize,57
shy,57
vigorously,57
soured,57
mevlut,57
appropriately,57
impacted,57
navigation,56
sorry,56
vacuum,56
lowered,56
dunford,56
unlimited,56
nam,56
andrej,56
whereabouts,56
legalizing,56
undue,56
mp,56
designate,56
frankfurt,56
assailed,56
confronted,56
glad,56
implicated,56
closures,56
dividing,56
asserted,56
exists,56
bags,56
borrow,56
meanwhile,56
federica,56
nullified,56
efficient,56
munitions,56
reinforced,56
repercussions,56
nra,56
rank,56
cry,56
adel,56
knock,56
manning,56
distrust,56
flaws,56
adhere,56
croatia,56
complied,56
dependence,56
dissolve,56
hardest,56
bare,56
stretching,56
charlottesville,56
justification,56
stoke,56
banners,56
associations,56
defy,56
betsy,56
disrupting,56
downplayed,56
perdue,56
sarin,56
excerpts,56
chen,56
nearing,56
reminded,56
ethnically,56
sowing,56
gauge,56
contraception,56
shuang,56
angering,56
cannabis,56
guided,56
weakness,56
wire,56
fema,56
clerics,56
wu,55
anticipate,55
quits,55
presenting,55
instances,55
listing,55
discriminated,55
stateless,55
iphone,55
offensives,55
breakfast,55
diagnosed,55
paolo,55
mergers,55
crippling,55
patience,55
capitals,55
doubted,55
suppliers,55
von,55
excess,55
proportional,55
wade,55
cybersecurity,55
testifying,55
posture,55
assaulted,55
rampant,55
stances,55
bolstered,55
entrenched,55
peers,55
celebration,55
cyprus,55
colors,55
sooner,55
peruvian,55
transferring,55
exiled,55
volatility,55
suburbs,55
wiretapping,55
observed,55
renewing,55
clinic,55
function,55
landfall,55
breakdown,55
contention,55
scathing,55
inclusion,55
jessica,55
eurosceptic,55
reacting,55
verizon,55
desk,55
ramirez,55
tears,55
furor,55
trees,55
priest,55
exacerbated,55
lure,55
balancing,55
zuckerberg,55
belarus,55
accepts,55
irgc,55
zhang,55
reza,54
softening,54
sport,54
rhode,54
ripped,54
crop,54
thin,54
discretion,54
communal,54
pretext,54
posters,54
ahmad,54
boarding,54
mere,54
notify,54
nonetheless,54
memory,54
phnom,54
contingency,54
concentration,54
deliberations,54
insulted,54
assertive,54
jorge,54
chavez,54
exploration,54
sections,54
consumption,54
councils,54
atilla,54
rosa,54
lam,54
bombed,54
unarmed,54
slain,54
arena,54
exposure,54
improperly,54
chorus,54
disproportionately,54
dave,54
spots,54
pound,54
courted,54
embattled,54
milwaukee,54
memos,54
et,54
distribute,54
brics,54
totaling,54
await,54
ruler,54
italia,54
trails,54
approaches,54
honored,54
slashed,54
ayotte,54
fault,54
splitting,54
intensive,54
plc,54
bed,54
analytics,54
lightning,54
quitting,54
crush,54
comedian,54
stole,54
communicating,54
depth,54
cheers,54
teenagers,54
motives,54
ra,54
dent,54
abdul,54
verbal,54
acres,54
realized,54
miguel,54
brad,54
withholding,53
disproportionate,53
operative,53
horse,53
reining,53
echo,53
produces,53
renounced,53
stuff,53
accomplish,53
nigel,53
clerical,53
uniform,53
restricts,53
spectrum,53
earmarked,53
garnered,53
quebec,53
grab,53
inaugurated,53
megyn,53
crazy,53
resource,53
renegotiation,53
hunting,53
untested,53
gianforte,53
macedonia,53
navarro,53
confined,53
volumes,53
observer,53
sacking,53
phoenix,53
steered,53
soared,53
spotted,53
agung,53
reciprocal,53
beliefs,53
frontline,53
bentley,53
discord,53
voicing,53
wiretap,53
excellent,53
nationalism,53
homs,53
farms,53
doubling,53
void,53
twist,53
birthday,53
junk,53
delegations,53
igor,53
lumpur,53
tangible,53
evaluating,53
lingering,53
outlines,53
answering,53
silver,53
fastest,53
shortfall,53
magistrate,53
jurisdictions,53
ginsburg,53
dumping,53
uneasy,53
align,53
affirmed,53
steele,53
nickname,53
promptly,53
concealed,53
employs,53
earliest,53
teenager,53
symptoms,53
financed,53
aires,53
emphasizing,53
plastic,52
subsidized,52
periods,52
witnessed,52
transcanada,52
petrovietnam,52
dana,52
workplace,52
leslie,52
enters,52
reshape,52
tribute,52
perspective,52
taro,52
stating,52
battery,52
globe,52
alwaleed,52
occasionally,52
separatism,52
medicines,52
checked,52
mentions,52
australians,52
impeach,52
blanket,52
planted,52
mindanao,52
sabratha,52
solicitor,52
tobacco,52
magnitsky,52
bureaucracy,52
manufacturer,52
bolivia,52
perfect,52
courses,52
lean,52
martinez,52
illness,52
ottoman,52
decertify,52
shipped,52
homeless,52
touching,52
sioux,52
adjacent,52
hoax,52
joins,52
spiritual,52
warhead,52
sheldon,52
regulating,52
minors,52
manages,52
clears,52
electronics,52
shoulder,52
hair,52
wiretapped,52
helm,52
annulled,52
hammer,52
flowers,52
transformed,52
tapping,52
downgraded,52
palin,52
cassidy,52
suppress,52
poster,52
julian,52
spies,52
duda,52
kobach,52
campus,52
streamline,52
matteo,52
disasters,52
lays,52
hhs,52
episode,52
mess,52
aden,52
automated,52
departures,52
revenge,52
manipulator,52
mourning,52
eat,52
tours,52
veiled,52
commissioners,52
harshly,52
sleeping,52
ethiopia,51
sept,51
existed,51
warring,51
athletes,51
emboldened,51
premature,51
dowd,51
vacated,51
trans,51
fpl,51
douglas,51
ian,51
slovenia,51
sour,51
burdens,51
detaining,51
acosta,51
singing,51
ambition,51
assisted,51
staffan,51
arrives,51
prosperous,51
enshrined,51
disciplinary,51
guajardo,51
cancellation,51
nears,51
bow,51
divest,51
sheet,51
architect,51
militancy,51
ruth,51
hollande,51
ashraf,51
initiate,51
nationality,51
employ,51
diminished,51
sandberg,51
landscape,51
traction,51
maio,51
nielsen,51
automaker,51
sailors,51
coupled,51
cfius,51
publisher,51
courage,51
transform,51
catholics,51
authorizing,51
ramping,51
recaptured,51
transcripts,51
corner,51
identities,51
bondholders,51
ditch,51
remind,51
stanley,51
exporter,51
rulers,51
enacting,51
chiwenga,51
buffett,51
obliged,51
youtube,51
outraged,51
protectionism,51
fearful,51
bosses,51
ceremonial,51
hang,51
reelection,51
gupta,50
cardin,50
eroded,50
pack,50
degrees,50
faso,50
dominance,50
scaling,50
yen,50
simplify,50
courting,50
baroni,50
impede,50
samsung,50
reactions,50
impacts,50
calendar,50
adolf,50
alienating,50
snowden,50
collectively,50
petitions,50
mend,50
balkan,50
expands,50
precisely,50
defiant,50
gore,50
ethical,50
sums,50
parks,50
endured,50
commodities,50
crimean,50
wartime,50
outrageous,50
stars,50
nick,50
ramped,50
frances,50
utterly,50
wales,50
worshippers,50
sight,50
vp,50
alexei,50
bump,50
pesos,50
blacklisted,50
shah,50
functions,50
flashpoint,50
transaction,50
blacks,50
thorny,50
knife,50
pot,50
predicting,50
explosions,50
flared,50
excited,50
asserting,50
owes,50
approvals,50
rebuffed,50
checkpoints,50
hearts,50
federally,50
slide,50
talabani,50
deadlines,50
collaboration,50
devoted,50
teach,50
relieved,50
acknowledges,50
thanksgiving,50
aluminum,50
respecting,50
notorious,50
speculated,50
broadcasters,50
nazis,50
turnaround,49
regulated,49
developers,49
bargain,49
stirring,49
venue,49
remainder,49
promotes,49
assisting,49
maps,49
shafik,49
resorts,49
carved,49
automotive,49
uss,49
nasa,49
liquefied,49
locker,49
lanes,49
georgian,49
martial,49
quarles,49
sidestepped,49
costa,49
exporting,49
turbulent,49
modify,49
app,49
refineries,49
ears,49
oo,49
examination,49
interesting,49
linda,49
countered,49
stones,49
eighth,49
decrees,49
revival,49
scare,49
downgrade,49
demilitarized,49
fortified,49
lambasted,49
malicious,49
mateen,49
heartland,49
surely,49
chooses,49
batch,49
theater,49
tuition,49
disturbing,49
fits,49
wished,49
wounding,49
disarmament,49
tactical,49
bulwark,49
stern,49
sedition,49
lloyd,49
offenders,49
oh,49
ferry,49
freezing,49
vulnerabilities,49
twin,49
boards,49
nowhere,49
gauland,49
elevated,49
volcanic,49
gnassingbe,49
weaponry,49
praises,49
toughen,49
correspondent,49
indefinitely,49
orthopedic,49
shrine,49
hotly,49
upholds,49
crops,49
dawn,49
uncomfortable,49
outsourcing,49
brands,49
sacrifice,49
bore,48
clip,48
crushed,48
erosion,48
rifts,48
invoked,48
chilean,48
amending,48
alignment,48
deleted,48
coalitions,48
refinery,48
audiences,48
ambulance,48
belgrade,48
laura,48
kissing,48
compensate,48
prop,48
upheaval,48
endangered,48
unitedhealth,48
correspondents,48
component,48
references,48
failures,48
eternal,48
accelerated,48
nigerien,48
salva,48
scholar,48
definitive,48
mentally,48
slight,48
obstruct,48
dillon,48
socially,48
busiest,48
lincoln,48
bribe,48
depart,48
abusing,48
toronto,48
algeria,48
smear,48
batista,48
intensifying,48
dogs,48
dam,48
sounds,48
crumbling,48
karen,48
taps,48
tamim,48
announces,48
fiat,48
han,48
holes,48
checkpoint,48
cory,48
assumption,48
matching,48
forcibly,48
billed,48
relate,48
pivot,48
pursues,48
exclusive,48
infections,48
shattered,48
sticks,48
revising,48
anne,48
debts,48
congresswoman,48
verification,48
integrate,48
self,48
ann,48
vacancies,48
clark,48
chombo,48
huckabee,48
sheikhoun,48
gao,48
roe,48
contingent,48
marathon,48
arrange,48
intensify,47
wipe,47
passionate,47
oct,47
disposal,47
gryphon,47
rocks,47
crippled,47
guerrillas,47
taipei,47
edt,47
accomplished,47
onewest,47
yonhap,47
refined,47
axios,47
pharmaceuticals,47
fianna,47
farming,47
minerals,47
arresting,47
portray,47
controversies,47
hefty,47
mumbai,47
prepa,47
eyebrows,47
worsened,47
spelling,47
unintended,47
vincent,47
amaq,47
khalifa,47
sparred,47
fend,47
globalization,47
capturing,47
trades,47
alberto,47
khmer,47
flowing,47
forcefully,47
horrific,47
adams,47
scalise,47
jihad,47
fronts,47
loopholes,47
instrumental,47
repay,47
deserved,47
anytime,47
leahy,47
balbi,47
intact,47
limitations,47
offended,47
thune,47
corridor,47
commentary,47
entrepreneurs,47
concluding,47
encourages,47
unleash,47
evasion,47
topped,47
comcast,47
prosecutions,47
ousting,47
usher,47
tentative,47
resigns,47
clan,47
alcohol,47
criticised,47
angel,47
frame,47
clearer,47
secessionists,47
waived,47
gambling,47
zheng,47
secretive,47
infiltrated,47
bruno,47
confused,47
addiction,47
departing,47
underlined,47
lieberman,47
embracing,47
hungry,47
margins,47
georgetown,47
skin,47
spiegel,47
blown,47
chemicals,47
plug,47
sustain,47
worship,47
resolute,47
singh,47
stoking,47
contradicted,47
retaining,46
toured,46
attendance,46
ulyukayev,46
somehow,46
serbs,46
legislator,46
policeman,46
presided,46
sunset,46
vetted,46
differently,46
samuel,46
ustr,46
westminster,46
gateway,46
bypass,46
ruined,46
overturning,46
racially,46
terminals,46
colin,46
advises,46
soaring,46
evenly,46
circulating,46
stretched,46
maricopa,46
kicking,46
actress,46
translate,46
payroll,46
advantages,46
inclined,46
comptroller,46
adjusted,46
ineffective,46
unveiling,46
commonwealth,46
enrolled,46
restraining,46
icbm,46
potent,46
rethink,46
wound,46
charities,46
loophole,46
akbar,46
conglomerate,46
globally,46
objects,46
hawk,46
flies,46
mountainous,46
emily,46
rapprochement,46
recordings,46
defining,46
attitudes,46
decrease,46
restriction,46
journalism,46
propel,46
confrontational,46
awareness,46
marry,46
dynamic,46
frayed,46
jacinda,46
excluding,46
keys,46
contributor,46
unfortunately,46
retailer,46
inflame,46
viewing,46
flanked,46
constituted,46
eleven,46
fiduciary,46
brooklyn,46
echoes,46
mindful,46
akihito,46
bureaucratic,46
recounted,46
taxi,46
cracked,46
iarc,46
reactor,46
felons,46
reign,45
tasnim,45
crews,45
probable,45
markey,45
detonated,45
torn,45
hurts,45
observation,45
exercising,45
leon,45
clarification,45
jerome,45
beauty,45
supplemental,45
educated,45
militarily,45
boakai,45
outdated,45
neck,45
indonesians,45
forensic,45
osce,45
kazakhstan,45
reiterating,45
somewhere,45
contends,45
cooperative,45
correspond,45
constituency,45
guarded,45
whereas,45
extortion,45
supplier,45
sack,45
vacation,45
suga,45
acquiring,45
instance,45
sow,45
fortunes,45
ny,45
mock,45
logistical,45
severed,45
concentrated,45
tag,45
joko,45
honoring,45
disregard,45
rudd,45
termed,45
kerimov,45
rip,45
dies,45
alleges,45
liquid,45
hats,45
disqualified,45
lesser,45
licensing,45
freeing,45
raft,45
exporters,45
faa,45
defenders,45
unification,45
sa,45
pouring,45
trauma,45
column,45
stalling,45
est,45
burnt,45
blaze,45
janot,45
viewers,45
solberg,45
soda,45
morneau,45
appetite,45
haiti,45
enduring,45
peoples,45
endorses,45
conveyed,45
commentators,45
investigates,45
thwarted,45
cremation,45
discretionary,44
grandi,44
grouping,44
fledgling,44
purported,44
inevitable,44
pilgrims,44
paramilitaries,44
paint,44
restrooms,44
liable,44
grows,44
burn,44
hamper,44
impressed,44
interviewing,44
concentrate,44
countryside,44
recruited,44
bruising,44
tumultuous,44
ignited,44
install,44
wheat,44
wayward,44
morocco,44
critically,44
occupying,44
throne,44
bulgarian,44
adequately,44
vendors,44
tents,44
casualty,44
towers,44
chants,44
offense,44
capsized,44
stifling,44
buildup,44
seaside,44
ratcheted,44
admiration,44
troubles,44
malian,44
canadians,44
disarray,44
flames,44
railway,44
identifies,44
notable,44
deserves,44
baltimore,44
breakaway,44
dismayed,44
scramble,44
summons,44
andrea,44
hu,44
lab,44
demonstrating,44
raw,44
maute,44
zeman,44
tanzania,44
corrected,44
fined,44
suppression,44
defector,44
sisters,44
mysterious,44
fiorina,44
anderson,44
beset,44
stir,44
pile,44
bets,44
drastically,44
withstand,44
ideal,44
colorful,44
nixon,44
ray,44
risking,44
erase,44
rapporteur,44
mall,44
convincing,44
dynamics,44
schemes,44
effectiveness,44
identical,44
telecoms,44
hugely,44
seas,44
mob,43
subversion,43
eyeing,43
vehemently,43
gonzalo,43
gray,43
mayoral,43
convoys,43
comfortably,43
balked,43
strategically,43
positioned,43
triumph,43
mosquito,43
lewd,43
overthrew,43
albanian,43
shale,43
implied,43
felipe,43
hook,43
exceed,43
exceptional,43
gamble,43
boasts,43
grievances,43
contrasted,43
successes,43
injury,43
heller,43
lights,43
comparison,43
rains,43
bids,43
slams,43
deployments,43
occasion,43
accords,43
jcpoa,43
charlotte,43
ratio,43
ok,43
legislatures,43
unfunded,43
becerra,43
groundwork,43
wiped,43
desperately,43
certificate,43
proclamation,43
ensuing,43
pierre,43
communicated,43
togo,43
prevail,43
accompany,43
abortive,43
ellen,43
shipment,43
deterioration,43
plots,43
indirectly,43
loggerheads,43
jubeir,43
surrendered,43
ap,43
fulfilled,43
